t,tau,beta,c,y0,dtau,dbeta,dc,dy0
603.0,5.152362211637755,0.7241394084466544,0.03339739093159879,1.0021904665596948,0.2228175488863085,0.021289801067398303,0.0008067725169986217,1.2709103913570263e-05
