t,tau,beta,c,y0,dtau,dbeta,dc,dy0
93.5,5.13687126708713,0.7209716776381648,0.02736439887293285,1.0024189124642602,0.17031063134351201,0.016829047119579058,0.0005139332033901006,2.3345067291498194e-05
