t,tau,beta,c,y0,dtau,dbeta,dc,dy0
603.0,1.2090778852925455,0.527725511469813,0.02809768111844576,1.0022436017271195,0.22665851754218036,0.04087643785917569,0.0023884140033078633,1.3927027914765503e-05
