t,tau,beta,c,y0,dtau,dbeta,dc,dy0
28.3,4.80223418227018,0.7483695718898621,0.028878519907019572,1.00241926925558,0.13480527224665273,0.01866788241867061,0.0005177310242021916,6.249682593211366e-05
