t,tau,beta,c,y0,dtau,dbeta,dc,dy0
28.1,5.5215216599880526,0.7999772013404166,0.03427027390762156,1.0019966980051258,0.587357229173144,0.08355802692904547,0.002455145240036119,0.0003331622542815356
