t,tau,beta,c,y0,dtau,dbeta,dc,dy0
502.5,1.4768072884596413,0.5498890250525627,0.02834170277438012,1.0022563934622388,0.2524506999339663,0.04149724786695136,0.002254834807115237,1.6556153534454226e-05
