t,tau,beta,c,y0,dtau,dbeta,dc,dy0
28.1,5.5215216599880526,0.7999772013404166,0.03427027390762156,1.0019966980051258,0.5873572291731441,0.08355802692904549,0.0024551452400361196,0.0003331622542815357
