t,tau,beta,c,y0,dtau,dbeta,dc,dy0
10.5,0.05958283549406741,0.551237876638421,0.024998509329621832,1.002496286359873,0.09247953310378372,0.3753439936549957,0.018290079889687717,0.0001757959735595225
