t,tau,beta,c,y0,dtau,dbeta,dc,dy0
603.0,3.7986834770354925,0.6978329137577168,0.0279578,1.0022353057946447,0.2820649508644388,0.033214038326888816,0.0011307743178644782,1.4758073087576933e-05
