t,tau,beta,c,y0,dtau,dbeta,dc,dy0
3.4,1848.0073572770684,0.6544919693224996,1.036089365592979,1.7725562421044697e-06,289981.98457644565,0.7298875324037509,101.18666478553648,101.18223201909645
