t,tau,beta,c,y0,dtau,dbeta,dc,dy0
603.0,3.168662092152248,0.7101110016475027,0.026555198103258907,1.0022552487540295,0.25804591608790156,0.03800970236528995,0.001192329771084516,1.4285066987832412e-05
